src,dst,relationship
1480,1345,follow
81,1899,follow
19,1021,friend
1230,416,follow
454,949,friend
896,1294,follow
326,1703,friend
357,1016,follow
1138,827,friend
1979,1443,friend
1234,1289,friend
1969,755,friend
231,1843,follow
138,1652,friend
948,703,follow
1497,1699,follow
1435,821,follow
380,1185,friend
72,1032,follow
10,154,follow
1567,940,friend
913,1648,follow
1400,1766,follow
1723,699,friend
1718,355,follow
257,31,friend
1317,11,follow
723,1524,follow
1093,303,friend
790,494,follow
317,836,friend
814,1642,follow
1179,77,follow
1287,1300,follow
1738,1761,friend
783,77,friend
277,1437,friend
1660,350,follow
230,1591,follow
1550,1710,friend
215,559,follow
1097,1176,follow
868,1124,friend
133,1658,follow
71,780,follow
1969,1105,follow
1522,416,friend
1000,1243,follow
503,437,follow
1339,709,friend
1836,1515,follow
1872,1172,friend
1774,637,friend
1841,1859,follow
1282,175,friend
1144,241,friend
765,1376,follow
1210,1992,follow
88,1134,follow
1867,47,friend
114,103,friend
1022,1941,friend
1299,529,follow
616,1253,follow
621,1597,friend
1294,185,follow
1488,1182,friend
1385,303,follow
1887,1453,friend
1730,715,friend
730,1540,friend
766,1197,follow
272,662,follow
709,663,friend
1103,590,follow
1201,1125,friend
1688,1243,friend
1975,519,friend
581,1417,follow
633,1607,friend
667,1191,follow
1047,658,follow
1596,1654,friend
1200,1654,friend
489,1828,follow
1940,1464,friend
21,262,friend
1477,242,follow
1408,1603,friend
518,1068,friend
565,914,follow
575,1602,follow
726,1017,friend
392,1895,follow
478,1669,friend
233,1084,follow
1095,325,follow
525,734,follow
633,1957,friend
160,47,friend
1834,664,friend
1345,473,friend
1063,1541,friend
321,150,friend
1837,935,follow
1873,592,friend
1305,1074,friend
1654,1228,friend
847,196,follow
909,1074,friend
1802,1880,follow
1683,468,follow
341,1556,friend
618,144,friend
1177,1828,friend
971,1952,follow
1053,72,follow
86,283,follow
284,1022,friend
1638,725,follow
1643,1069,friend
865,21,friend
828,1674,friend
1450,674,friend
1900,1634,friend
455,1843,friend
434,966,follow
372,88,friend
1671,1582,follow
931,1772,friend
1645,361,follow
864,550,follow
1855,1891,follow
1762,1700,friend
301,1376,friend
1397,1013,friend
681,843,follow
983,1962,friend
1266,1496,friend
767,617,friend
1147,84,friend
834,1839,friend
1608,1233,follow
605,1787,friend
1603,889,follow
199,1099,friend
1106,83,friend
732,1562,friend
1019,838,friend
1300,1080,follow
1948,1301,follow
482,633,friend
389,442,friend
599,1972,friend
1998,1418,follow
475,216,friend
865,371,friend
1471,1901,friend
1946,1228,follow
1362,1177,friend
860,27,friend
978,1968,friend
252,1110,follow
885,1777,follow
138,42,follow
687,1038,friend
728,1039,follow
635,848,follow
1127,1310,friend
437,109,follow
1963,1582,follow
1619,1772,follow
1087,1911,follow
1,710,follow
1835,84,friend
1496,618,friend
9,1325,friend
594,1978,friend
537,1444,friend
1769,1716,follow
344,1049,follow
287,515,friend
722,443,friend
560,1613,follow
1589,28,follow
1990,372,friend
154,925,friend
1427,1198,follow
1370,664,follow
589,853,follow
1088,1732,follow
1548,27,follow
1466,1126,follow
1775,1881,follow
22,1937,friend
1861,1655,friend
1637,1947,friend
1642,39,follow
308,1742,friend
740,1399,follow
246,864,follow
1576,1671,follow
1858,603,friend
1479,1738,friend
1037,1393,friend
641,1393,friend
1451,444,follow
396,808,friend
1628,1080,friend
1729,1886,follow
1328,1542,follow
700,1219,friend
201,340,friend
1657,320,friend
1135,1147,friend
1663,1266,friend
156,597,friend
1909,541,follow
223,1819,follow
99,63,follow
1601,388,follow
606,1557,friend
694,1404,follow
1226,1265,follow
418,1506,friend
1337,1281,friend
499,936,follow
373,1763,follow
944,1552,friend
1371,865,friend
849,1692,follow
751,1157,friend
1628,1430,follow
1124,207,follow
162,762,follow
998,1034,follow
248,536,friend
1024,3,friend
1657,670,follow
1089,1152,friend
1617,1271,follow
906,1445,friend
839,223,friend
495,413,friend
1863,546,follow
130,1978,follow
276,1049,follow
930,341,friend
861,1702,friend
1437,1835,friend
270,1234,follow
244,13,friend
736,475,friend
1424,95,friend
1090,973,follow
1582,1435,friend
178,1645,friend
1080,285,friend
1238,1625,follow
1446,1574,follow
548,424,friend
1327,162,follow
1332,506,friend
1886,1846,follow
1141,1692,follow
1079,814,follow
1863,896,follow
1240,917,follow
511,1296,follow
798,572,follow
328,1589,friend
1823,1497,friend
758,1173,friend
1040,105,follow
169,778,follow
604,706,follow
1101,1512,friend
1815,101,follow
1091,824,friend
75,1116,friend
968,1922,friend
999,1235,follow
221,187,follow
1783,1317,friend
384,1871,friend
1093,116,follow
1773,629,follow
718,993,friend
912,1990,friend
1590,922,follow
1132,44,follow
1676,696,follow
1347,1918,follow
662,1061,follow
1493,989,follow
1498,1333,follow
1056,988,follow
1985,1451,follow
1933,1261,friend
868,937,friend
462,249,friend
32,665,follow
1456,1861,friend
1492,1518,follow
430,1465,follow
1703,1738,friend
1734,1051,friend
1171,1877,follow
1888,737,friend
150,1825,follow
1523,50,friend
88,947,friend
809,1461,friend
673,1600,friend
236,1599,follow
1676,1046,friend
585,1753,friend
616,1066,friend
48,1548,friend
416,254,friend
863,943,friend
1293,527,friend
1329,184,follow
391,1887,follow
1728,455,follow
1263,1816,friend
1884,214,friend
1597,938,friend
1698,1744,follow
170,198,follow
612,543,friend
1787,281,friend
1006,470,follow
1997,1811,follow
1011,814,follow
1878,399,friend
1482,399,follow
1104,1005,friend
1453,1159,friend
1200,1467,follow
575,1415,friend
1351,882,friend
565,727,friend
1442,1000,friend
1447,1344,friend
320,142,follow
1562,1102,friend
1197,415,friend
1314,1754,friend
1283,189,friend
130,18,follow
223,209,follow
1785,1339,follow
381,1549,friend
725,1359,friend
319,671,friend
627,824,friend
1926,66,follow
1879,220,friend
100,1307,friend
1688,1406,friend
967,892,friend
977,1580,friend
1813,1852,follow
1500,1355,follow
1834,477,follow
1459,1354,follow
1894,1282,friend
875,1303,follow
371,80,follow
443,1646,follow
1274,1574,friend
1802,1693,friend
143,630,friend
1638,538,follow
1398,297,follow
1515,1636,friend
887,1313,friend
434,779,follow
85,625,friend
80,281,friend
1332,1929,friend
587,1775,follow
1697,364,follow
1767,1857,follow
1695,291,follow
296,845,friend
1296,20,friend
824,964,follow
428,964,friend
1603,702,follow
1983,169,follow
579,379,friend
737,1719,follow
295,1374,friend
1172,1647,follow
1946,1041,follow
475,29,friend
917,374,friend
502,1852,friend
1661,1057,follow
1651,369,friend
1671,1745,follow
286,507,follow
1999,1052,follow
1942,518,follow
163,1605,friend
564,1949,follow
1775,1344,friend
1522,1652,friend
785,605,follow
1375,1602,follow
943,1945,follow
819,189,friend
1425,1719,friend
406,1740,friend
688,672,friend
251,671,follow
683,328,follow
743,1133,friend
748,1477,friend
378,446,follow
722,256,follow
1214,718,follow
154,738,follow
687,1201,friend
584,322,friend
1867,1283,friend
1513,785,friend
93,462,follow
549,1267,friend
924,390,follow
1822,1540,follow
1426,1540,follow
1307,128,friend
431,457,friend
775,267,follow
1668,1073,friend
202,405,friend
155,559,friend
150,215,follow
699,1211,follow
293,523,friend
637,333,friend
1540,1827,follow
308,1555,follow
1509,262,friend
298,867,friend
1667,1602,friend
1548,190,friend
545,744,follow
108,743,follow
1725,826,friend
113,1087,follow
1451,257,follow
883,739,friend
1729,1699,follow
294,344,follow
755,1493,follow
698,959,follow
1966,888,friend
567,1442,follow
1508,10,follow
1059,1904,friend
314,1750,friend
1038,1027,follow
561,1627,friend
1908,883,follow
879,216,follow
1228,370,friend
1275,216,friend
1710,144,friend
254,164,follow
1147,970,follow
787,627,friend
1126,93,follow
1520,20,friend
1709,673,follow
1657,483,follow
279,1914,friend
1521,622,friend
91,1863,follow
1084,621,follow
464,913,friend
1331,498,follow
271,518,follow
1489,1838,follow
1869,1305,follow
799,637,friend
1833,1648,follow
1296,1443,friend
900,1443,friend
174,585,follow
494,755,follow
1772,1372,friend
1142,976,friend
1577,904,follow
455,46,friend
460,390,follow
548,237,friend
613,1386,friend
1389,853,friend
1819,437,friend
1920,1243,follow
860,1263,friend
891,576,follow
172,1643,follow
956,1725,follow
1969,381,friend
195,1812,friend
174,935,friend
1010,1207,friend
1846,1479,friend
1497,1325,friend
1106,1669,friend
72,658,friend
1779,257,friend
1906,32,follow
1286,324,friend
1215,1612,friend
186,945,follow
1342,1387,friend
626,1217,follow
1347,1731,friend
965,683,friend
1550,1336,follow
282,1407,friend
1097,802,friend
722,1679,friend
1995,1952,friend
660,801,friend
529,1284,follow
133,1284,friend
620,1402,friend
902,334,follow
1000,869,follow
52,1884,friend
1399,1140,follow
365,129,friend
375,817,friend
714,283,follow
1211,1089,friend
135,1554,friend
1708,1895,friend
1703,1551,friend
237,883,follow
283,1228,follow
612,6,friend
1744,1552,follow
1400,1742,follow
1606,1618,friend
1210,1618,follow
1143,396,friend
155,1982,friend
637,1756,follow
1022,1567,friend
673,1413,friend
1051,807,friend
1395,617,friend
22,140,friend
524,1290,follow
863,756,friend
87,1289,follow
1350,874,friend
771,1167,friend
272,288,follow
1597,751,friend
1258,1285,friend
136,427,follow
84,237,follow
141,771,friend
294,1767,follow
1505,1162,friend
1006,283,follow
719,1007,follow
672,1161,follow
1950,1778,friend
99,1299,friend
479,766,follow
474,422,friend
1976,747,friend
818,232,follow
1945,1434,follow
1416,1844,follow
1447,1157,follow
382,833,friend
1218,1105,friend
1319,1911,friend
1252,689,friend
223,22,follow
1069,982,friend
1124,1443,friend
496,1120,friend
193,1311,follow
1970,151,friend
55,1377,friend
1746,443,friend
834,1115,follow
1837,561,friend
1763,1578,follow
1367,1578,friend
1711,1388,friend
675,304,friend
838,1988,follow
1213,1111,friend
148,787,friend
96,597,friend
1982,161,friend
239,905,friend
531,525,friend
1357,109,friend
1398,110,friend
1885,228,friend
393,591,follow
1833,38,follow
830,592,friend
577,900,follow
1270,864,follow
1358,711,follow
957,367,follow
1260,176,friend
864,176,follow
931,1398,follow
1173,931,friend
1204,244,friend
1512,397,follow
428,777,friend
1269,1393,friend
543,535,friend
209,1413,follow
1420,808,friend
1415,464,friend
295,1187,friend
828,1650,follow
446,602,follow
112,1480,friend
50,602,friend
599,1598,follow
203,1598,follow
573,377,friend
480,186,friend
146,1064,friend
1753,459,follow
1789,116,friend
1075,1527,follow
1851,994,friend
547,1408,friend
1128,407,friend
820,254,follow
882,1132,friend
450,1475,friend
1312,716,follow
692,1008,friend
255,1007,friend
1898,59,follow
1507,403,follow
98,269,friend
1127,936,friend
163,1418,friend
605,1763,friend
158,1074,friend
1472,1348,friend
1,336,friend
1527,1809,follow
1804,397,friend
71,1829,friend
780,74,follow
102,1142,friend
508,1830,friend
532,726,friend
805,1824,friend
800,1480,follow
1519,413,friend
722,69,friend
836,1137,follow
1620,1219,friend
779,603,friend
154,551,friend
584,135,follow
1026,480,follow
1929,1974,friend
1184,1820,follow
119,1496,friend
1518,942,follow
1619,1748,friend
549,1080,follow
831,12,friend
559,1768,follow
1046,1886,follow
1775,1507,follow
518,1767,follow
309,839,friend
1804,747,friend
1176,424,friend
176,1249,friend
324,1901,follow
704,1368,follow
1196,1830,follow
1478,762,follow
1571,953,follow
1915,763,friend
1610,881,friend
540,213,friend
545,557,friend
1417,486,friend
990,1173,friend
980,485,follow
1919,1636,friend
47,280,friend
1346,1774,friend
1253,1583,friend
1729,1512,friend
253,156,follow
693,428,friend
1966,701,friend
1575,1045,follow
228,1789,friend
1565,357,follow
1637,1923,follow
1341,649,friend
1100,1718,friend
663,1717,friend
314,1563,friend
658,1373,friend
1226,891,friend
413,788,friend
444,101,friend
1970,1574,follow
1913,1040,friend
1285,717,follow
442,28,follow
1275,29,friend
915,1938,friend
1371,491,follow
962,1784,friend
1837,1984,friend
1715,301,follow
1147,783,friend
68,1507,follow
746,439,friend
803,973,friend
1582,711,follow
311,511,friend
1055,1194,friend
711,1384,follow
618,1193,follow
1552,2000,friend
1829,588,friend
654,850,follow
368,264,friend
217,849,friend
1925,1050,follow
953,917,friend
115,572,friend
552,573,friend
891,39,friend
961,1532,friend
1393,1189,follow
271,331,friend
1890,1995,friend
1823,773,follow
80,1517,follow
28,1327,follow
1859,430,follow
1203,1065,follow
1234,378,follow
265,516,follow
705,788,friend
952,665,friend
1850,1815,follow
415,460,friend
1318,1954,follow
1287,389,follow
449,44,follow
1753,1882,friend
1696,1348,follow
292,1558,friend
1670,127,friend
662,337,friend
172,1456,friend
753,455,follow
706,609,follow
1441,75,friend
1692,1606,friend
200,1969,friend
1917,4,follow
1979,882,friend
1726,1190,follow
1664,312,friend
1538,1139,follow
1937,1410,follow
1541,1410,follow
471,742,friend
780,1497,follow
40,1687,follow
1721,65,follow
1814,256,follow
30,999,follow
1934,358,follow
1650,1353,friend
1681,666,friend
230,1030,follow
1441,425,friend
964,1025,follow
1065,1831,follow
1774,76,follow
1779,420,friend
318,96,friend
771,630,follow
810,558,friend
382,1574,friend
1297,676,friend
247,1384,follow
617,163,follow
1799,1826,follow
1773,605,friend
1150,626,friend
369,815,follow
866,1621,friend
150,1451,follow
293,1759,follow
585,1379,follow
246,1913,follow
1022,1380,friend
184,1035,follow
1796,774,friend
533,1121,friend
545,1980,follow
149,1980,friend
1985,1427,friend
806,35,follow
144,1636,follow
584,1908,follow
1704,1185,follow
238,517,friend
1800,1647,follow
324,291,follow
1227,1785,friend
487,1975,friend
1196,220,follow
1160,563,friend
1607,1252,friend
1641,836,follow
571,168,follow
719,820,friend
1109,975,follow
99,1112,follow
37,234,follow
565,353,follow
2,1179,friend
351,1333,friend
284,111,friend
1939,1432,follow
781,917,friend
478,1108,follow
1045,81,follow
1304,692,friend
1257,846,follow
593,866,follow
1465,795,follow
689,1328,friend
1124,1256,follow
1900,723,friend
439,399,friend
993,1739,follow
1803,790,follow
115,1995,friend
63,1805,friend
1209,51,follow
1649,323,friend
1859,1853,friend
341,995,follow
331,307,friend
1172,923,friend
1213,924,friend
1557,734,friend
244,1062,follow
1481,1678,follow
1460,801,follow
674,646,friend
1520,1606,follow
1515,1262,follow
1489,41,friend
85,251,friend
429,61,friend
1671,1021,friend
1666,677,friend
957,180,follow
1332,1555,follow
394,1006,friend
728,128,follow
1168,400,friend
428,590,follow
1763,1741,friend
1603,328,follow
1670,1550,follow
737,1345,follow
331,657,follow
732,1001,follow
1136,1616,friend
1162,585,friend
1511,739,follow
107,949,follow
1506,395,friend
97,261,follow
143,606,follow
485,343,follow
1091,1873,follow
153,1566,follow
1404,118,follow
1013,462,follow
10,1016,follow
1753,272,friend
1849,734,follow
1723,1561,friend
221,1236,follow
159,358,friend
1281,1216,friend
1809,1335,friend
410,1889,follow
1747,457,follow
353,1355,follow
692,821,follow
1528,1093,follow
788,1283,follow
1559,406,follow
1660,1212,friend
1598,334,friend
261,1766,friend
1092,1694,follow
686,1006,friend
1532,1966,follow
472,1986,friend
1496,57,friend
436,77,friend
897,1226,follow
933,883,follow
318,1519,friend
339,144,follow
409,1637,friend
211,898,friend
586,21,friend
216,1242,follow
443,1962,friend
1981,1977,friend
1580,1633,friend
88,1996,follow
1466,565,follow
124,1653,friend
1585,1977,follow
1143,1632,friend
991,1238,friend
492,359,follow
487,15,follow
1822,1166,follow
1861,1094,follow
1799,216,friend
118,1838,follow
796,770,follow
1176,237,follow
1236,1042,friend
1288,1232,follow
212,719,friend
1473,231,friend
1077,231,friend
113,713,friend
1037,832,friend
1376,298,follow
1477,1104,follow
1852,227,friend
16,780,follow
544,899,friend
1161,1807,follow
1094,585,friend
791,776,friend
385,88,follow
1526,242,friend
1529,513,friend
218,914,friend
1226,704,follow
562,724,friend
1007,1340,friend
1033,309,friend
1468,237,friend
1003,1598,follow
1244,529,friend
900,719,follow
1746,1679,follow
469,1664,friend
1090,62,follow
371,1129,follow
1305,1936,follow
214,391,follow
618,1006,friend
1982,1397,follow
464,539,friend
125,1073,follow
1455,1880,follow
961,1345,follow
1403,1690,friend
276,488,follow
63,195,follow
1429,659,friend
768,950,follow
747,73,follow
1640,879,friend
1726,653,follow
306,330,friend
731,1822,friend
1204,1480,follow
1085,68,friend
1639,1408,follow
1582,874,follow
168,396,follow
512,206,follow
670,1546,follow
608,668,follow
1444,940,follow
415,273,friend
537,1956,follow
819,888,follow
1199,355,friend
1316,1694,friend
1794,1696,friend
287,1027,follow
1352,1351,friend
1789,1352,follow
1880,1470,follow
1290,473,friend
758,612,follow
706,422,friend
271,494,follow
2000,1572,friend
1969,7,friend
1229,197,follow
1635,885,friend
1136,6,friend
281,1212,friend
757,1141,friend
1044,417,friend
98,1505,friend
1872,74,friend
380,437,follow
903,212,follow
137,1433,follow
1400,1018,friend
1004,1018,follow
1307,827,follow
283,504,friend
1840,1290,friend
1773,68,friend
30,812,friend
343,1309,friend
410,279,friend
35,1156,friend
1585,17,follow
322,432,friend
754,89,friend
1251,895,friend
1342,1013,friend
1686,823,friend
225,499,follow
277,689,follow
1216,1840,follow
722,1305,friend
1214,1767,friend
1026,1716,follow
1303,304,friend
969,1182,follow
396,1320,follow
334,442,friend
1297,489,follow
1835,1296,follow
1176,1660,friend
1200,556,friend
1148,366,friend
986,1536,friend
1017,849,follow
1074,1383,friend
1018,1515,friend
1848,777,friend
1791,243,follow
1858,1465,friend
1519,1999,follow
